TIME,THRUST,ALTITUDE,SPEED,GROUNDSPEED,TWR,AoA,APOAPSIS,PERIAPSIS
120.92,0,6251.1878525801,240.205497221827,97.3626453274696,0,0.202647045541323,8719.00033936929,-6362027.7059729
121.12,0,6207.23829832207,240.162657900315,96.6048817654593,0,0.201265616453039,8681.48527845461,-6362031.71375067
121.32,0,6163.23181839101,240.118123606563,95.8485151507525,0,0.197747018337351,8643.7991007017,-6362035.68868281
121.52,0,6119.169480321,240.071977029681,95.0935122091202,0,0.19365328715351,8605.94558225572,-6362039.63171391
121.72,0,6075.05233831424,240.024249762492,94.339895292645,0,0.190826853820328,8567.92668125499,-6362043.54357646
121.92,0,6030.88143745251,239.974976365907,93.5877519851615,0,0.190588676991044,8529.74380142521,-6362047.42432968
122.12,0,5986.65781644173,239.924144225221,92.8371623987609,0,0.192480964610055,8491.39727698453,-6362051.27658582
122.32,0,5942.38251343649,239.871783666992,92.0882179882397,0,0.195170695226947,8452.88841237035,-6362055.10536487
122.52,0,5898.056562162,239.817876758966,91.3409612753737,0,0.196933045466149,8414.21780740563,-6362058.91610625
122.72,0,5853.68098601047,239.76251105662,90.5953703727477,0,0.196713320581759,8375.38925169222,-6362062.71430789
122.92,0,5809.25679596048,239.705631351617,89.8514274536477,0,0.194434222867994,8336.40297363419,-6362066.5036201
123.12,0,5764.78498780448,239.647329819054,89.1091462685739,0,0.191427989776143,8297.26251321286,-6362070.28382675
123.32,0,5720.26654142141,239.587629588608,88.3685365706114,0,0.189116892790479,8257.96973705664,-6362074.05660383
123.52,0,5675.70243009739,239.526570174778,87.6296892653554,0,0.188880729694534,8218.5261824308,-6362077.82192473
123.72,0,5631.09362568893,239.464112718807,86.8926828785742,0,0.190783332001359,8178.93159817718,-6362081.58229605
123.92,0,5586.44109503273,239.400292785106,86.1575889026753,0,0.193561268545921,8139.18763730954,-6362085.34202647
124.12,0,5541.745802477,239.335121471557,85.4244768296136,0,0.195629748867804,8099.2953885803,-6362089.10525749
124.32,0,5497.00870518852,239.268644611278,84.6933661563989,0,0.196009908992027,8059.2572382763,-6362092.87551603
124.52,0,5452.23074754328,239.20085523603,83.964239992298,0,0.194563935385122,8019.07458386105,-6362096.65574861
124.72,0,5407.4128604196,239.131799954985,83.2371080896966,0,0.192494362580801,7978.74988997169,-6362100.44663645
124.92,0,5362.55596287269,239.0614956863,82.5119865272083,0,0.191132651144387,7938.28482912853,-6362104.25006142
125.12,0,5317.66096855327,238.989946159611,81.7889322980179,0,0.191653630019985,7897.68040750362,-6362108.06690944
125.32,0,5272.7287864117,238.917197410665,81.0680749742179,0,0.193760948094547,7856.93807447329,-6362111.89890386
125.52,0,5227.76032538991,238.843248061527,80.3495061254487,0,0.196639457549675,7816.05846918281,-6362115.74715214
125.72,0,5182.75649099797,238.768024457777,79.6331968664958,0,0.198742411232424,7775.04146442469,-6362119.61798892
125.92,0,5137.71817785874,238.691690574684,78.9192817824834,0,0.199324421885561,7733.89140494913,-6362123.51203864
126.12,0,5092.64627310913,238.614154209388,78.2076595568333,0,0.198575535157922,7692.60828998033,-6362127.43236528
126.32,0,5047.54164837953,238.535525215406,77.4984074961951,0,0.197403531827497,7651.19559407141,-6362131.37944293
126.52,0,5002.40517020039,238.455743730823,76.7915308108977,0,0.19722915545199,7609.65322750248,-6362135.35476275
126.72,0,4957.23769732192,238.374866524679,76.0871268951753,0,0.198555536443055,7567.98322377261,-6362139.35867734
126.92,0,4912.04008750245,238.292905400129,75.3853015483027,0,0.20105613919413,7526.18647721969,-6362143.39324977
127.12,0,4866.81319569796,238.209819813337,74.6860754553701,0,0.20380969496798,7484.26328203361,-6362147.46068079
127.32,0,4821.55787143018,238.125670001571,73.9895669714741,0,0.205704752864471,7442.21565014683,-6362151.56223763
127.52,0,4776.2749568047,238.04046867614,73.2957453669039,0,0.206313950515373,7400.04557482526,-6362155.70093924
127.72,0,4730.96528307907,237.954209258591,72.604602665777,0,0.206112806303501,7357.75438965857,-6362159.87824134
127.92,0,4685.62967244349,237.866942071995,71.9162169134032,0,0.205897976918783,7315.34416841995,-6362164.09419736
128.12,0,4640.26894005015,237.778667301188,71.2306137027976,0,0.206868251218111,7272.81615732051,-6362168.35017299
128.32,0,4594.88389657531,237.689360840212,70.5478968100025,0,0.208927574612682,7230.17044845223,-6362172.64690105
128.52,0,4549.47535156552,237.599075851662,69.8681417001254,0,0.211677858310765,7187.40924144443,-6362176.98534739
128.72,0,4504.0441114055,237.507783166396,69.1914079324249,0,0.21414948945392,7144.5328609366,-6362181.36663371
128.92,0,4458.59097502194,237.415505295641,68.5177187125721,0,0.215643091554185,7101.54314876907,-6362185.79321659
129.12,0,4413.11673268117,237.322270552748,67.8471110066536,0,0.216212888906535,7058.44198831264,-6362190.26519475
129.32,0,4367.62216622103,237.228093500237,67.1795987637769,0,0.216634764563031,7015.23108429555,-6362194.78378878
129.52,0,4322.10805008281,237.132948605465,66.5152083614638,0,0.217645640084697,6971.91107674036,-6362199.35057576
129.72,0,4276.57515431009,237.036894557491,65.8540404397587,0,0.219562631400309,6928.48415129911,-6362203.96468389
129.92,0,4231.02424598299,236.939906145493,65.196179418649,0,0.222215533552384,6884.95058610663,-6362208.62592336
130.12,0,4185.45608840324,236.841982335959,64.5416737753206,0,0.224870350366583,6841.31149822194,-6362213.33582055
130.32,0,4139.87143973354,236.743149302809,63.8905976069169,0,0.226926396832418,6797.56850181147,-6362218.09502145
