MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS,__PITCH,__YAW,__ROLL,__PROGRADE_PITCH,__PROGRADE_YAW,__PROGRADE_ROLL,__NORMAL_PITCH,__NORMAL_YAW,__NORMAL_ROLL,THROTTLE
127.72,39.5999870300293,71.9999694824219,81333.8251862219,4371.32269900661,4210.4195354043,7.92853480209832,15.621270387463,0.00144541221312643,4.99461603164673,190.85349830735,192994.633230518,-5026230.15125311,3.2964985370636,269.980712890625,177.329025268555,3.35890698432922,284.286743164063,270.854797363281,273.465759277344,269.999938964844,93.6077270507813,1
127.82,39.5999870300293,71.9999771118164,81451.2855033465,4371.82277076401,4211.11495825064,7.93131752950158,15.7411508779493,0.00141734656267457,4.99286365509033,190.786912420488,193013.640420143,-5025679.17519558,3.29840898513794,269.850128173828,177.353729248047,3.3611888885498,284.27734375,270.854797363281,273.468017578125,270.000091552734,93.5279846191406,1
127.92,39.5999870300293,71.9999771118164,81568.6823771391,4372.3236714144,4211.81155094264,7.93410600094735,15.8638694387156,0.00138982393833379,4.99110889434814,190.720076501949,193032.323717523,-5025127.21201429,3.30034613609314,269.716705322266,177.378448486328,3.363450050354,284.267883300781,270.854766845703,273.470184326172,270.000122070313,93.4459075927734,1
128.02,39.5999870300293,71.9999771118164,81686.0156416418,4372.82533566355,4212.50925757065,7.9368987094195,15.9894062538672,0.00136283994084648,4.98935270309448,190.652980172286,193050.672925869,-5024574.29973858,3.30232453346252,269.580413818359,177.40315246582,3.36572313308716,284.258422851563,270.854736328125,273.472320556641,269.999908447266,93.3615951538086,1
128.12,89.3399114608765,121.739901542664,81803.2851271993,4373.32744385209,4213.20775623247,17.9124227215864,16.1177241627773,0.00133638472897831,4.98759508132935,190.585602603227,193068.67241851,-5024020.6629351,3.30432510375977,269.441314697266,177.427841186523,3.36799311637878,284.248962402344,270.854736328125,273.474639892578,270.000061035156,93.2747268676758,1
128.22,89.3399115800858,121.739901661873,81920.4906747863,4373.83282619987,4213.91005300821,17.9187561352052,16.2484857553246,0.00131044995684097,4.98583221435547,190.51803279156,193086.350888678,-5023464.19286863,3.30573606491089,269.299743652344,177.4521484375,3.37026977539063,284.239440917969,270.854736328125,273.476776123047,270,93.1994705200195,1
128.32,89.3399193286896,121.739909410477,82037.6323928386,4374.35045630147,4214.62564991417,17.9251675873723,16.3757484975913,0.00128503039364165,4.98404932022095,190.450570326519,193103.818920121,-5022898.21921521,3.29790163040161,269.161926269531,177.469085693359,3.37255334854126,284.229858398438,270.854675292969,273.47900390625,270.000061035156,93.3296813964844,1
128.42,89.3399193882942,121.739909470081,82154.7102157921,4374.86752118903,4215.3409985351,17.9315769363912,16.4971290667317,0.00126011836253368,4.9822678565979,190.382773514063,193120.902610051,-5022332.23806186,3.28487491607666,269.030120849609,177.475784301758,3.37483167648315,284.220275878906,270.854675292969,273.481201171875,270,93.5717086791992,1
128.52,89.3399195075035,121.739909589291,82271.7240562523,4375.38398465864,4216.05609564376,17.9379874476763,16.6108379627467,0.00123570481210346,4.98048734664917,190.314620581985,193137.577650734,-5021766.25256781,3.2706310749054,268.906066894531,177.474319458008,3.37709832191467,284.210632324219,270.854644775391,273.4833984375,270,93.8359527587891,1
128.62,89.3399195671082,121.739909648895,82388.6739069726,4375.9001557288,4216.77123587548,17.9443973762172,16.7137791256741,0.0012117780392855,4.97870826721191,190.246139384263,193153.869091814,-5021200.05744225,3.25672245025635,268.792755126953,177.468734741211,3.37936472892761,284.201019287109,270.854614257813,273.485473632813,269.999969482422,94.0944519042969,1
128.72,89.3399234414101,121.739913523197,82505.5597345615,4376.41663635477,4217.4869658169,17.9508178134653,16.8037213253619,0.00118832955990554,4.97692775726318,190.177400386172,193169.844384885,-5020633.27140105,3.24384832382202,268.692443847656,177.462005615234,3.38162589073181,284.191345214844,270.854553222656,273.487731933594,269.999969482422,94.3375091552734,1
128.82,89.3399273753166,121.739921271801,82622.3814700041,4376.93416731008,4218.2039773182,17.9572463003796,16.8794809175286,0.00116535254488793,4.97514629364014,190.108479744562,193185.573812223,-5020065.41044923,3.23233842849731,268.606292724609,177.455627441406,3.38388204574585,284.181701660156,270.854553222656,273.489990234375,270.000091552734,94.5614547729492,1
128.92,89.3399274349213,121.739921331406,82739.1390273031,4377.45347168928,4218.92295210418,17.9636923922717,16.9406356292109,0.00114283833942446,4.97336101531982,190.039448245135,193201.121662256,-5019495.99675752,3.22232365608215,268.534698486328,177.450134277344,3.38615012168884,284.171997070313,270.8544921875,273.492156982422,269.999969482422,94.7656631469727,1
129.02,89.3399274945259,121.73992139101,82855.8323238259,4377.97508164295,4219.64438420974,17.9701551786696,16.9870653815353,0.00112077777577788,4.9715723991394,189.970362190571,193216.540187314,-5018924.68346124,3.2138500213623,268.477813720703,177.445693969727,3.38840818405151,284.162292480469,270.854461669922,273.494293212891,270.000061035156,94.9491119384766,1
129.12,49.7399405837059,49.7399405837059,82972.4620712511,4377.92454749501,4219.76777627975,10.005813423409,17.0210351024651,0.00109912239793644,4.97110414505005,189.877768899117,193219.74531652,-5018773.82029613,3.2067277431488,268.435668945313,177.442260742188,3.3906729221344,284.154541015625,270.854553222656,273.496429443359,270,95.1176681518555,1
129.22,49.7399406433105,49.7399406433105,83089.0295913396,4377.68927092468,4219.69797378627,10.0058950169764,17.0407995430822,0.00107773067820886,4.9710636138916,189.777611662655,193219.042203866,-5018758.84856641,3.20127773284912,268.408416748047,177.439865112305,3.39292573928833,284.147399902344,270.854675292969,273.498657226563,270.000030517578,95.2634201049805,1
