MET,THRUST,THRUSTAT,MAXTHRUST,MAXTHRUSTAT,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-1.48,0,0,0,0,93.3719024769962,1.49311687633135E-05,1.48175554128417E-05,0,97.7848284227248,1.7367299999517E-15,1792.88950770009,92.6354655455798,-6362518.44354307
-1.44,0,0,0,0,93.3719029407948,2.09615288247762E-05,1.92658756768588E-05,0,67.5357657548083,1.55800822357344E-15,8.43285761220613E-07,92.635465849191,-6362518.44356597
-1.38,0,0,0,0,93.371902753599,1.64218721785095E-05,1.6327140508512E-05,0,84.562252414837,1.45032392996016E-15,1.79840867531311E-07,92.6354656657204,-6362518.44375572
-1.34,0,0,0,0,93.3719024769962,1.52861249335558E-05,1.50255802857587E-05,0,101.30438622579,1.73595916688146E-15,1792.88950760495,92.6354655390605,-6362518.44353334
-1.28,0,0,0,0,93.3719024900347,1.69456935057988E-05,1.24286924553436E-05,0,133.325921177126,1.48997683384353E-15,1792.88950646855,92.6354655306786,-6362518.44411976
-1.24,0,0,0,0,93.371902753599,1.64238289955464E-05,1.61997781185815E-05,0,81.2424771432425,1.45023612273283E-15,2.7604880870058E-07,92.6354656787589,-6362518.44376557
-1.18,0,0,0,0,93.3719029454514,1.82134513865885E-05,7.9970893070556E-06,0,26.7783927003142,1.62845167602549E-15,1.67082998814294E-06,92.635465785861,-6362518.44387703
-1.14,0,0,0,0,93.3719024900347,1.69402966956635E-05,1.24338275648363E-05,0,133.281179717499,1.48690445681738E-15,1792.88950647012,92.635465526022,-6362518.44411931
-1.08,0,0,0,0,93.3719027582556,2.50429468915197E-05,2.46712990121887E-05,0,80.8497684026788,1.3627407753866E-15,4.38885535913869E-07,92.635465675965,-6362518.44329188
-1.04,0,0,0,0,93.3719029454514,1.81189452810169E-05,8.78687013238996E-06,0,29.7412253619409,1.6225415977383E-15,1.61792229391722E-06,92.6354657821357,-6362518.44386493
-0.98,0,0,0,0,93.3719028793275,2.12293626006513E-05,1.64535565695742E-05,0,51.5113100050377,1.33835927758776E-15,1.36974767883657E-06,92.6354657262564,-6362518.4434702
-0.94,0,0,0,0,93.3719027582556,2.44398738997836E-05,2.39617962633683E-05,0,79.3799670370271,1.36934588277638E-15,4.91162040816562E-07,92.6354656834155,-6362518.44330353
-0.88,0,0,0,0,93.3719029407948,2.08357148161147E-05,1.87917466289177E-05,0,65.1490655346043,1.55793665258649E-15,9.18925593396125E-07,92.6354658603668,-6362518.44357699
-0.84,0,0,0,0,93.3719028793275,2.15405469328528E-05,1.66848308704809E-05,0,51.4739263276976,1.34222177140249E-15,1.39107180530118E-06,92.6354657234624,-6362518.4434692
-0.78,0,0,0,0,93.3719024769962,1.47525039357848E-05,1.46053110167866E-05,0,98.808678925032,1.73588988200107E-15,1792.88950767522,92.6354655483738,-6362518.44354385
-0.74,0,0,0,0,93.3719029407948,2.09680747405122E-05,1.92783231546404E-05,0,67.580381992356,1.55352494978071E-15,8.42016447677452E-07,92.6354658557102,-6362518.44356627
-0.68,0,0,0,0,93.371902753599,1.64212798023448E-05,1.61958240142731E-05,0,81.2120131846921,1.45055483157821E-15,2.76881223726377E-07,92.6354656741023,-6362518.44376562
